0,Textile exhibition stand arrangements things 
0,photos 
0,
0,Insidious never gets old ha 
1,Wish Id stuck to all essay subjects this year biology and chemistry AS are killing me 
0,Fashion show today excited 
0,The Red Carpet Gala last night was AMAZING 
1,Feeling very crappy
0,Touch down 
0, To tend unfailingly unflinchingly towards a goal is the secret of success
0,So far so good 
0,Touchdown  Cowboys  
1,Shower time
1,Poor mouse 
1,Not feeling well today Ugh 
1,what in the actual french toast is going on with my phone 
1,Feel sick 
1,sometimes you have to fix yourself to fix a whole situation  
0,Coloring with Elijah
0,Charlie and the chocolate factory  
0,Work  PayDay
0,Hello My Name Is Tomorrow 
1,This drive is proving an effort 
0,What a good night
0,
0,Bet none of you can watch TV whilst being in the bath 
0,just staying in and relaxing 
0,Loving the memories that come up in my head when we talk 
0,Church was good 
0,came home to mama cooking my favorite meal 
0,Love how my brother has to go to college tomorrow 
0,Lo see  
0,Si 
0,My nap was wonderful  Woke up to some plans too
0,done my notes time for me to study 
0,Burnt Maybe 
0,Life is beautiful 
1,Its really sad 
0,Covered in sweat 
0,At the vans store 
1,Feeling some type of way
1,
0,Its like a home game in St Louis for the Green Bay Packers This is awesome 
1,just want a good job that gives me good money 
0,Having a cheeky glass of wine whilst waiting for my Dad to make me apple crumble 
0,Dying my hair 
0,Baby if you want me you got to show me love  tune
0,My kind of crazy 
0,My name must taste real good Its always in your mouth 
0,Had an awesome time last night with everyone 
0,
0,Afternoon guys 
1,
0,got my photography project donee 
1,Life would be so much easier if you were single
0,When its about shopping

Men       buy few wear a lot 
Women  buy a lot wear few


0,Hi 
0,in heels me amp Tom would be the perfect height for each other 
0,We having a celebration and we love to stay high 
0,COURAGE IS ON 
0,The World is yours 
0,Me time
0,fuck 
0,Thinking Waffle House after practice than sleep 
1,
1,
0,Going down the bayou 
0,Love is only between you and me NO THIRD PARTY 
0,blackberry
blackberry 
0,Interception  Now its time to bust ass
1,Never felt so ill 
0,Back from the movies 
1,James Arthur is wearing a snap back wow my heart is broken 
1,
0,
0,
0,Home has been good thus far  happy
1,
0,ai ai 
1,he knows me too good 
0,Boa tarde 
0,This is going to be a good week  full week off work shopping and my charity pole dancing show
0,Bad Teacher
0,Shout out for shout out anyone 
1,Missing an old friend 
1,my rooms so cold man
1,Missing That One Special Person 
0,At Five Guys
0,Favorite kind of weather
0,what are you guys doing 
0,Cooking 
1,
1,Got a pain in my ribs 
1,My clash of the clans just gets slower and slower 
0,Relaxing watching the fixed factor 
1,He asks me to cook meals that sabotage my healthy eating efforts  
1,The problem with Sundays is that Monday comes afterwards 
0,Lets make plans so we can make things happen 
1,
0,Super Girl For Halloween 
0,
0,Love yourself Love yourself you deserve the best 
0,GIVE ME A SO 
1, oh Annie you asshole
1,Really want some creepers 
0,But other than that today has been a great day 
0,
0,Last night was really fun 
0,had a nice relaxing bubble bath 
0,getting things ready for both babies birthday party 
0,it feels so good having everything done
0,On way home from Thorpe park Had a good day 
0,Boa tarde 
0,waiting to go home 
0,Going to see ti today 
0,dis song is good 
0,
0,Its A Nice Day  
0,Reading the Merlin books 
0,Oath 
1,
0,Good night everyone 
0,Walking Later With My Girls 
1,
1,Feeling sick 
0,Going to sit here and eat my wheat thins 
0,Snuggled up on the sofa watching a film 
0,Home sweet home and my pops making my favorite sunday dinner dish 
1,No Sunday fun Company would be good 
1,My eyes have seen on this twitter see curse 
1,Sucks to suck 
0,Good night guys 
1,So shit that The Vaccines have sold out 
0,Chocolate chip frappe  
1,Lee come back 
1,Wishes every night was a night out 
0,In a different world right now
0,Yay cowboys are winning 
0,The good thing is Alice in Wonderland is on 
0,suck my dick 
1,Ay 
1,Never get a shout out
0,Learning a song on my guitar for a friend 
0,This could be the start of something amazing 
0,En el mc con la familia 
0,when your down dramatically use your frown life might seem better if you try out theater 

go do acting 
0,The weather is just right 
0,Me and mom are taking my mom to get her first tattoo 
1,Hate how my throat always seems to be burning around this time everyday
1,
0,
1,
1,my ankle is so swollen its like a golf ball 
0,Someone make weekends longer  
1,Well that just ruined my plans
0,My fantasy doing rite  
0,
0,Watching them Panthers play 
0,Yup my day has been made  thankful
1,
0,
1,My tummy hurts 
1,What shit timing 
0,At work 
0,
0,He looks well cool with his snapback backward 
0,The funny live 
0,OFF WORK 
0,were never going to be as young as we are tonight 
1,Hate walking home on my own when its dark  scary lonely
0,
0,How does it feel to be the hottest girl in the world right now 
0,there singing this to me just saying
0,Thanks for all the Birthday Wishes 
1,oh no one follow me back 
1,
0,What was that note 
0,how does it feel to be the hottest girl in the world right now  well seeings as you asked not bad thanks
0,Had an amazing weekend 
0,New look new color 
0,Relaxing in a lovely clean apartment 
0,Love watching fancy factory 
0,
0,Speaking of faith were is my TEDDY GRAHAM 
0,Ball tryouts  finally
1,
0,Boa tarde 
0,Would love James Arthur to serenade me 
0,Two lovely meals today courtesy of wonderful parishioners 
1,Going to school  Parents
0,Princess Bring Me Juice 
0,
1,Need to pack my schoolbag for tomorrow  depressing
0,So my brothers here really good to have him here
0,If its cold outside show the world the warmth of your smile 
0,Live  Love  Laugh 
0,GooD night buddies 
0,The piano notes in Yesterday tho  Atmosphere
0,About to go visit him 
0,had a great weekend this weekend and really enjoyed being able to hang out with friends and family 
1,ugh
0,Blessed to see another day tho
1,that call may be overturned    
0,Soon Finish my project 
1,
1,driving lesson for tomorrow cancelled  boohoo
0,It was like nothing had ever changed
0,Love is only between you and me NO THIRD PARTY 
0,Beautiful day beautiful life 
blessed
0,had such a good weekend apart from some little hitches
1,
0,Love Sunday Dinner
0,Forgive me if your words no longer break me 
0,glad everyone liked the pictures 
0,So to my new sexy follower 
1,
0,watching poetic justice 
0,
0,moms on her way home from florida 
0,Gym para el alma 
0,Hi 
0,What a beautiful pick 
0,Busy day at work but you made my day 
0,It be nice for my dad to take me shopping 
0,Take the best and fuck the rest 
0,Macaroni 
1,
0,Finish my math homework 
0,everlasting summer
0,Raining 
0,
0,Team Nail Shop   
0,Poky Dot 
1,And my cough is back  
1,COME ON LUCY 
1,Hope jade goes through 
0,YAY CHRISTOPHER 
0,JAMES ARTHUR
1,no but somebody good is going to go 
0,Lucy is fantastic 
0,Cuddled in bed 
0,well done jade 
0,Yes jade 
0,Driving to the little farmer 
0,beard growing in 
1,Was anyone else super confused by the calc homework
0,happy jade got through doe
0,nothing on you
1,
1,Jess dropped me right on my head 
1,No
0,DECEMBER
0,riding in starship 
1,Never going to finish all this Photography for tomorrow
0,HOMELAND 
0,Craving for a brownie
0,Watching James Bond Tonight 
1,We are just purely getting outplayed  Ravens
0,No better comfort than your mum 
1,Bye Ohio 
0,Nap time 
1,Hate growing up 
0,Good Morning 
1,
0,Never mind it was just a piece of fuzz  phew
0,Just a little while longer and the raiders game will be on 
0,Watching Jersey Shore 
1,Been by myself all day 
1,home 
0,
0,Stupid is as stupid does 
0,Love going to my jeep and being surprised cause my daddy filled my gas tank 
0,So yeah Text me
1,My poor head 
0,Dinner is in the oven  Domesticated
0,Concert bound with Maggie and Sam 
1,Sad songs make me so sad
0,looking forward to Fire Fall at church this PM 
0,love will take you there 
1,My dad is in Colorado for a week 
1,Helped a guest with their luggages earlier Now my arms hurt 
1,Sick
1,fights in the morning 
1,charlie still looks so happy 
0,Listening to whitney 
1,really bored 
0,Studying later 
0,My dad back from new York 
0,Watching Watchmen instead 
1,This song brings back so much memories 
0,Good night you 
1,
0,Sundays are my relaxing days 
0,Licked the spoon clean 
0,Painted my nails 
0,Bout to clean house today 
1,Insomnia 
0,Good Night 
1,
0,Ab Soul Bohemian Grove 
0,make me my perfect tea you have permission to marry me 
1,Sick with strep throat 
0,
0,Mal 
1,No 
0,watching the art  of getting by 
0,casting today 
0,Tweet me people 
0,Half term next week yay a week of doing fuck all 
0,Unicorn tears 
